Entity	Code	Year	"GDP per capita, PPP (constant 2017 international $)"	Population (historical estimates)
Kiribati	KIR	2011	1819.6566	109887
Kiribati	KIR	2012	1883.1735	111630
Kosovo	OWID_KOS	2008	7032.452	1803379
Kosovo	OWID_KOS	2009	7327.439	1797465
Kosovo	OWID_KOS	2010	7627.8916	1792559
Kosovo	OWID_KOS	2012	8105.375	1811418
Kosovo	OWID_KOS	2013	8486.565	1805676
Kuwait	KWT	1996	60443.918	1703318
Kuwait	KWT	2001	56580.99	1991676
Kuwait	KWT	2002	56701.06	2047368
Kuwait	KWT	2003	64811.184	2101512
Kuwait	KWT	2004	69723.62	2153485
Kuwait	KWT	2005	74294.34	2235409
Kuwait	KWT	2006	75551.11	2363417
Kuwait	KWT	2007	75498.23	2506774
Kuwait	KWT	2008	73162.9	2650941
Kuwait	KWT	2009	64468.793	2795553
Kuwait	KWT	2010	59780.03	2943364
Kuwait	KWT	2012	60588.156	3394668
Latvia	LVA	1995	9599.146	2570150
Latvia	LVA	1996	9959.121	2534288
Latvia	LVA	1997	10947.781	2498881
Latvia	LVA	1998	11751.714	2462333
Latvia	LVA	1999	12174.304	2426357
Latvia	LVA	2000	12989.898	2392536
Latvia	LVA	2001	13990.844	2359255
Latvia	LVA	2002	15157.621	2326150
Latvia	LVA	2012	23970.453	2053635
Latvia	LVA	2013	24715.066	2031491
Latvia	LVA	1992		2662885
Latvia	LVA	1993		2638889
Latvia	LVA	1994		2606464
Lebanon	LBN	2008	16522.334	4887615
Lebanon	LBN	2009	17979.258	4951138
Lebanon	LBN	2010	19239.564	4995799
Lebanon	LBN	2012	19202.547	5178338
Lebanon	LBN	2013	18180.367	5678859
Lesotho	LSO	1990	1265.919	1799004
Lesotho	LSO	1991	1331.5271	1829515
Lesotho	LSO	1992	1401.9321	1858515
Lesotho	LSO	1993	1430.3787	1885486
Lesotho	LSO	1994	1495.9482	1910648
Lesotho	LSO	2007	2152.6562	1983471
Lesotho	LSO	2008	2258.3767	1995016
Liberia	LBR	2007	1311.4453	3632748
Liberia	LBR	2008	1349.0282	3783892
Liberia	LBR	2009	1376.4531	3905066
Liberia	LBR	2010	1418.6758	4019958
Liberia	LBR	2012	1538.4072	4331749
Liechtenstein	LIE	1994		30468
Liechtenstein	LIE	1995		30910
Liechtenstein	LIE	1996		31361
Liechtenstein	LIE	1997		31795
Liechtenstein	LIE	1998		32210
Liechtenstein	LIE	1999		32639
Liechtenstein	LIE	2000		33054
Liechtenstein	LIE	2001		33402
Liechtenstein	LIE	2002		33718
Liechtenstein	LIE	2003		34023
Liechtenstein	LIE	2004		34326
Liechtenstein	LIE	2007		35180
Liechtenstein	LIE	2008		35425
Liechtenstein	LIE	2009		35699
Liechtenstein	LIE	2010		35948
Liechtenstein	LIE	2011		36213
Liechtenstein	LIE	2012		36526
Liechtenstein	LIE	2013		36836
Liechtenstein	LIE	2014		37120
Liechtenstein	LIE	2015		37378
Liechtenstein	LIE	2016		37630
Liechtenstein	LIE	2017		37916
Liechtenstein	LIE	2018		38205
Liechtenstein	LIE	2019		38500
Liechtenstein	LIE	2020		38783
Liechtenstein	LIE	2021		39058
Lithuania	LTU	1995	10640.36	3747269
Lithuania	LTU	1996	11274.64	3722023
Lithuania	LTU	1997	12302.102	3694897
Lithuania	LTU	1998	13317.908	3665514
Lithuania	LTU	1999	13259.617	3633949
Lithuania	LTU	2000	13846.684	3599639
Lithuania	LTU	2001	14872.379	3560145
Lithuania	LTU	2002	16004.438	3515799
Lithuania	LTU	2004	19226.469	3422593
Lithuania	LTU	2005	21053.186	3373536
Lithuania	LTU	2006	22977.996	3322937
Lithuania	LTU	2007	25835.367	3272416
Lithuania	LTU	2008	26784.88	3224384
Lithuania	LTU	2009	23065.062	3180482
Lithuania	LTU	2010	23942.76	3139021
Lithuania	LTU	2012	27330.896	3063340
Lithuania	LTU	2013	28589.027	3028191
Lithuania	LTU	1990		3785851
Lithuania	LTU	1991		3793430
Lithuania	LTU	1992		3795748
Lithuania	LTU	1993		3788532
Lithuania	LTU	1994		3770461
Luxembourg	LUX	1994	80365.23	402049
Luxembourg	LUX	1995	80379.125	407639
Luxembourg	LUX	1996	80401.03	413202
Luxembourg	LUX	1997	83702.81	418413
Luxembourg	LUX	1998	88185.8	423579
Luxembourg	LUX	1999	94115.38	429352
Luxembourg	LUX	2000	99301.52	435634
Luxembourg	LUX	2001	101143.15	441254
Luxembourg	LUX	2002	103317.33	445920
Luxembourg	LUX	2003	104743	451351
Luxembourg	LUX	2004	107634.836	457798
Luxembourg	LUX	2005	108632.36	464868
Luxembourg	LUX	2006	113346.04	472402
Luxembourg	LUX	2007	120647.82	479877
Luxembourg	LUX	2008	118154.664	488643
Luxembourg	LUX	2009	112230.08	497876
Luxembourg	LUX	2010	114343.984	507075
Luxembourg	LUX	2012	112137.13	530596
Luxembourg	LUX	2013	113050.664	543068
Macao	MAC	1991	47966.59	362393
Macao	MAC	1992	52889.17	372377
Macao	MAC	1993	54413	380721
Macao	MAC	1994	55550.133	388787
Macao	MAC	1995	56243.996	396651
Macao	MAC	1996	54947.58	404305
Macao	MAC	1997	53808.523	411708
Macao	MAC	1998	50481.477	418782
Macao	MAC	1999	48509.754	425521
Macao	MAC	2000	50539.918	431904
Macao	MAC	2001	51144.125	439129
Macao	MAC	2002	54395.484	449675
Macao	MAC	2003	59037.938	462538
Macao	MAC	2004	72717.08	475536
Macao	MAC	2005	76483.91	488628
Macao	MAC	2006	84436.75	501870
Macao	MAC	2007	94134.14	515336
Macao	MAC	2008	94804.92	529048
Macao	MAC	2009	93540.67	543026
Macao	MAC	2010	114042.49	557307
Macao	MAC	2011	135365.39	571014
Macao	MAC	2012	144891.34	582776
Macao	MAC	2013	157602.48	593382
Macao	MAC	2014	151616.4	604163
Macao	MAC	2015	116855.53	615243
Macao	MAC	2016	113941.67	626694
Macao	MAC	2017	122977.51	638612
Macao	MAC	2018	128437.32	650996
Macao	MAC	2019	122822.125	663660
Macao	MAC	2020	55158.71	676287
Macao	MAC	2021	64796.996	686616
Malawi	MWI	2000	1119.1017	11229380
Malawi	MWI	2001	1038.5094	11498822
Malawi	MWI	2002	1030.5605	11784500
Malawi	MWI	2003	1062.0123	12087968
Malawi	MWI	2004	1090.4081	12411343
Malawi	MWI	2005	1095.6558	12755647
Malawi	MWI	2006	1115.4382	13118309
Malawi	MWI	2007	1188.3547	13495463
Malawi	MWI	2008	1242.8602	13889420
Malawi	MWI	2009	1307.8082	14298937
Malawi	MWI	2010	1357.8717	14718426
Malawi	MWI	2012	1370.3029	15581250
Malaysia	MYS	1990	10607.77	17517060
Malaysia	MYS	1991	11297.592	18017470
Malaysia	MYS	1992	11963.268	18526708
Malaysia	MYS	1993	12785.834	19050074
Malaysia	MYS	1994	13579.714	19588706
Malaysia	MYS	1995	14508.46	20136886
Malaysia	MYS	1996	15533.755	20689060
Malaysia	MYS	1997	16231.799	21249178
Malaysia	MYS	1998	14650.202	21810542
Malaysia	MYS	1999	15161.407	22368652
Malaysia	MYS	2000	16089.861	22945152
Malaysia	MYS	2001	15762.777	23542522
Malaysia	MYS	2002	16199.733	24142448
Malaysia	MYS	2003	16723.926	24739420
Malaysia	MYS	2004	17439.764	25333250
Malaysia	MYS	2005	17951.393	25923540
Malaysia	MYS	2006	18535.055	26509416
Malaysia	MYS	2007	19278.424	27092604
Malaysia	MYS	2008	19792.268	27664304
Malaysia	MYS	2009	19110.752	28217208
Malaysia	MYS	2010	20171.88	28717728
Malaysia	MYS	2012	21690.457	29660216
Malaysia	MYS	2013	22350.908	30134806
Maldives	MDV	1995	10430.789	258217
Maldives	MDV	1997	11704.314	269054
Maldives	MDV	2001	12477.225	287330
Maldives	MDV	2002	13156.992	292293
Maldives	MDV	2007	16834.744	325135
Maldives	MDV	2008	17788.326	336890
Maldives	MDV	2009	15927.796	349040
Maldives	MDV	2010	16492.531	361579
Maldives	MDV	2011	17290.209	374450
Maldives	MDV	2012	17126.34	387552
Maldives	MDV	2013	17768.61	400741
Maldives	MDV	2015	18051.07	435590
Maldives	MDV	2016	18406.268	454263
Maldives	MDV	2017	18973.568	472449
Maldives	MDV	1990		224976
Malta	MLT	1990	16130.712	365396
Malta	MLT	1991	16684.16	368676
Malta	MLT	1992	17287.535	371892
Malta	MLT	1993	17882.646	375257
Malta	MLT	1994	18717.336	378568
Malta	MLT	1998	22234.355	392487
Malta	MLT	1999	23146.18	395993
Malta	MLT	2000	27523.588	399212
Malta	MLT	2001	26996.705	402163
Malta	MLT	2002	27483.525	404708
Malta	MLT	2004	28265.037	408805
Malta	MLT	2005	29035.654	410217
Malta	MLT	2006	29656.346	411204
Malta	MLT	2007	30964.36	412091
Malta	MLT	2008	31940.43	413407
Malta	MLT	2009	31341.334	415509
Malta	MLT	2010	32916.684	418758
Malta	MLT	2012	33979.656	429912
Malta	MLT	2013	35339.695	437531
Marshall Islands	MHL	1991	3356.0693	47079
Marshall Islands	MHL	1992	3523.68	48032
Marshall Islands	MHL	1994	3810.0562	49859
Martinique	MTQ	2004		410136
Martinique	MTQ	2005		400375
Martinique	MTQ	2006		395559
Martinique	MTQ	2007		395828
Martinique	MTQ	2008		395490
Martinique	MTQ	2009		394219
Mauritius	MUS	1990	8233.912	1090296
Mauritius	MUS	1991	8506.798	1104267
Mauritius	MUS	1992	8942.383	1118719
Mauritius	MUS	1993	9286.096	1133260
Mauritius	MUS	1994	9535.736	1147165
Mauritius	MUS	1995	9859.453	1160218
Mauritius	MUS	1996	10304.453	1172545
Mauritius	MUS	1997	10755.006	1184265
Mauritius	MUS	1998	11288.726	1194879
Mauritius	MUS	1999	11437.144	1205416
Mauritius	MUS	2000	12254.295	1215930
Mauritius	MUS	2009	16625.14	1279868
Mauritius	MUS	2010	17311.625	1283347
Mauritius	MUS	2012	18566.03	1288753
Mauritius	MUS	2013	19147.676	1290698
Mayotte	MYT	2007		195620
Mayotte	MYT	2008		201002
Mayotte	MYT	2009		206350
Mexico	MEX	1990	15355.628	81720424
Mexico	MEX	1991	15689.659	83351600
Mexico	MEX	1992	15931.482	84993160
Mexico	MEX	1993	15930.484	86648440
Mexico	MEX	1994	16402.258	88314416
Mexico	MEX	1995	15087.59	89969568
Mexico	MEX	1996	15825.094	91586560
Mexico	MEX	1997	16618.914	93183088
Mexico	MEX	1998	17184.943	94767288
Mexico	MEX	1999	17370.812	96334808
Mexico	MEX	2000	17942.781	97873448
Mexico	MEX	2001	17596.787	99394288
Mexico	MEX	2002	17324.354	100917080
Mexico	MEX	2003	17315.455	102429344
Mexico	MEX	2004	17731.803	103945816
Mexico	MEX	2005	17883.535	105442400
Mexico	MEX	2006	18434.887	106886792
Mexico	MEX	2007	18610.73	108302976
Mexico	MEX	2008	18586.47	109684496
Mexico	MEX	2009	17387.662	111049424
Mexico	MEX	2010	18036.717	112532400
Mexico	MEX	2012	18838.783	115755912
Mexico	MEX	2013	18844.031	117290680
Micronesia (country)	FSM	2019	3540.7825	111392
Moldova	MDA	1995	5694.436	4461238
Moldova	MDA	1996	5370.5127	4430199
Moldova	MDA	1997	5479.195	4393794
Moldova	MDA	1998	5122.8047	4353535
Moldova	MDA	1999	4958.034	4303942
Moldova	MDA	2000	5072.8413	4251571
Moldova	MDA	2001	5394.3345	4200500
Moldova	MDA	2002	5828.5747	4147644
Moldova	MDA	2003	6230.782	4093984
Moldova	MDA	2004	6708.4395	4046998
Moldova	MDA	2005	7229.1406	4001380
Moldova	MDA	2006	7597.2246	3942748
Moldova	MDA	2007	7843.2944	3876847
Moldova	MDA	2008	8471.181	3812420
Moldova	MDA	2009	7972.9707	3749496
Moldova	MDA	2010	8547.581	3678186
Moldova	MDA	2012	8997.934	3507197
Moldova	MDA	2013	9814.323	3416532
Moldova	MDA	1990		4480206
Moldova	MDA	1991		4490929
Moldova	MDA	1992		4494901
Moldova	MDA	1993		4493699
Moldova	MDA	1994		4482513
Monaco	MCO	2001		32466
Monaco	MCO	2007		31841
Monaco	MCO	2008		31889
Mongolia	MNG	2003	4972.258	2516461
Mongolia	MNG	2004	5453.993	2537955
Mongolia	MNG	2005	5800.909	2559258
Mongolia	MNG	2006	6243.609	2581245
Mongolia	MNG	2007	6818.9937	2605647
Mongolia	MNG	2008	7346.279	2633896
Mongolia	MNG	2009	7163.802	2666718
Mongolia	MNG	2010	7518.831	2702527
Mongolia	MNG	2012	9586.715	2792354
Mongolia	MNG	2013	10504.814	2845160
Montenegro	MNE	2002	12694.567	632745
Montenegro	MNE	2007	16251.253	631931
Montenegro	MNE	2008	17394.143	631475
Montenegro	MNE	2009	16351.02	631187
Montenegro	MNE	2010	16767.357	631048
Montenegro	MNE	2012	16805.408	633053
Montenegro	MNE	2013	17384.854	633951
Montserrat	MSR	1990		10828
Montserrat	MSR	1991		10593
Montserrat	MSR	1992		10131
Montserrat	MSR	1993		9571
Montserrat	MSR	1994		8982
Montserrat	MSR	1995		8365
Montserrat	MSR	1996		7737
Montserrat	MSR	1997		7092
Montserrat	MSR	1998		6435
Montserrat	MSR	1999		5790
Montserrat	MSR	2000		5166
Montserrat	MSR	2001		4727
Montserrat	MSR	2002		4627
Montserrat	MSR	2003		4652
Montserrat	MSR	2004		4682
Montserrat	MSR	2005		4717
Montserrat	MSR	2006		4756
Montserrat	MSR	2008		4836
Montserrat	MSR	2012		4999
Montserrat	MSR	2017		4723
Montserrat	MSR	2018		4381
Morocco	MAR	1990	3595.3337	24570816
Morocco	MAR	1991	3789.995	24988088
Morocco	MAR	1992	3649.8718	25400676
Morocco	MAR	1993	3565.5137	25806782
Morocco	MAR	1994	3883.2766	26201554
Morocco	MAR	1997	3882.9592	27397118
Morocco	MAR	1998	4103.551	27791828
Morocco	MAR	1999	4089.8835	28176992
Morocco	MAR	2000	4111.6504	28554420
Morocco	MAR	2001	4353.847	28930100
Morocco	MAR	2002	4431.3037	29301820
Morocco	MAR	2003	4636.992	29661272
Morocco	MAR	2004	4797.6753	30033124
Morocco	MAR	2005	4889.11	30431898
Morocco	MAR	2006	5189.355	30833024
Morocco	MAR	2007	5302.171	31232634
Morocco	MAR	2008	5543.0884	31634996
Morocco	MAR	2009	5703.029	32042880
Morocco	MAR	2010	5841.8784	32464866
Morocco	MAR	2012	6160.9985	33352166
Morocco	MAR	2013	6352.433	33803528
Mozambique	MOZ	2001	687.1935	18220724
Mozambique	MOZ	2002	731.9895	18694948
Mozambique	MOZ	2003	762.2862	19186758
Mozambique	MOZ	2004	801.4271	19694412
Mozambique	MOZ	2005	832.83887	20211124
Mozambique	MOZ	2006	890.45294	20735990
Mozambique	MOZ	2007	934.7363	21280520
Mozambique	MOZ	2008	977.19086	21845572
Mozambique	MOZ	2009	1011.5613	22436660
Mozambique	MOZ	2010	1047.5914	23073732
Myanmar	MMR	1990	581.6133	40099556
Myanmar	MMR	1995	708.5049	42880188
Myanmar	MMR	2000	973.3955	45538340
Myanmar	MMR	2001	1083.4194	46014828
Myanmar	MMR	2002	1198.0947	46480236
Myanmar	MMR	2003	1340.8727	46924296
Myanmar	MMR	2004	1511.1715	47338444
Myanmar	MMR	2005	1702.3097	47724472
Myanmar	MMR	2006	1914.2416	48088276
Myanmar	MMR	2007	2137.645	48445652
Myanmar	MMR	2008	2360.5432	48729480
Myanmar	MMR	2009	2591.0464	49015836
Myanmar	MMR	2010	2830.284	49390988
Myanmar	MMR	2012	3187.115	50218196
Myanmar	MMR	2013	3409.649	50648336
Namibia	NAM	1995	6401.023	1605382
Namibia	NAM	1996	6426.38	1650077
Namibia	NAM	1997	6526.798	1693248
Namibia	NAM	1998	6575.763	1735959
Namibia	NAM	1999	6635.539	1778280
Namibia	NAM	2000	6713.0024	1819148
Namibia	NAM	2001	6655.7505	1856406
Namibia	NAM	2002	6855.839	1888531
Namibia	NAM	2004	7812.8613	1939405
Namibia	NAM	2008	8826.273	2038556
Namibia	NAM	2009	8726.682	2067928
Namibia	NAM	2010	9115.507	2099275
Namibia	NAM	2012	9747.819	2167474
Nepal	NPL	1990	1554.602	19616528
Nepal	NPL	1997	1868.7838	23249422
Nepal	NPL	1998	1888.2875	23703330
Nepal	NPL	1999	1935.6918	24143162
Nepal	NPL	2000	2020.8555	24559504
Nepal	NPL	2001	2084.2	24956070
Nepal	NPL	2002	2055.7227	25332178
Nepal	NPL	2003	2107.6409	25682912
Nepal	NPL	2004	2179.093	26003970
Nepal	NPL	2005	2230.789	26285112
Nepal	NPL	2006	2285.5122	26518974
Nepal	NPL	2007	2346.2593	26713652
Nepal	NPL	2008	2473.9417	26881542
Nepal	NPL	2009	2572.175	27026952
Nepal	NPL	2010	2682.6987	27161572
Nepal	NPL	2012	2886.0974	27330696
Nepal	NPL	2013	2982.287	27381558
Netherlands	NLD	1990	36461.418	14944550
Netherlands	NLD	1991	37057.582	15046578
Netherlands	NLD	1992	37405.93	15150688
Netherlands	NLD	1993	37613.254	15251088
Netherlands	NLD	1994	38494.22	15349481
Netherlands	NLD	1995	39498.137	15446670
Netherlands	NLD	1996	40691.89	15538617
Netherlands	NLD	1997	42235.49	15629912
Netherlands	NLD	1998	43933.566	15722601
Netherlands	NLD	1999	45839.133	15812491
Netherlands	NLD	2000	47422.203	15899138
Netherlands	NLD	2001	48160.785	15981630
Netherlands	NLD	2002	47958.332	16057042
Netherlands	NLD	2003	47806.883	16127574
Netherlands	NLD	2004	48586.703	16196036
Netherlands	NLD	2005	49467.434	16261834
Netherlands	NLD	2006	51097.363	16325679
Netherlands	NLD	2007	52909.97	16391232
Netherlands	NLD	2008	53848.254	16460775
Netherlands	NLD	2009	51607.605	16536200
Netherlands	NLD	2010	52032.99	16617121
Netherlands	NLD	2012	51860.055	16785296
Netherlands	NLD	2013	51640.08	16867352
New Caledonia	NCL	2006		245647
New Caledonia	NCL	2007		249378
New Caledonia	NCL	2008		253090
New Caledonia	NCL	2009		256988
New Zealand	NZL	1990	28031.998	3397388
New Zealand	NZL	1991	26415.002	3481606
New Zealand	NZL	1992	26427.354	3532568
New Zealand	NZL	1993	27797.71	3573739
New Zealand	NZL	1994	28834.729	3620893
New Zealand	NZL	1995	29757.475	3673899
New Zealand	NZL	1996	30349.207	3728460
New Zealand	NZL	1997	30567.518	3775853
New Zealand	NZL	1998	30539.102	3810047
New Zealand	NZL	1999	32035.045	3833496
New Zealand	NZL	2000	32772.582	3855266
New Zealand	NZL	2001	33708.703	3889587
New Zealand	NZL	2002	34676.797	3948582
New Zealand	NZL	2003	35546.098	4019944
New Zealand	NZL	2004	36432.492	4081415
New Zealand	NZL	2005	37219.805	4132782
New Zealand	NZL	2006	37828.188	4179986
New Zealand	NZL	2007	38611.98	4221495
New Zealand	NZL	2008	37860.113	4260235
New Zealand	NZL	2009	37432.832	4302884
New Zealand	NZL	2010	37583.113	4346345
New Zealand	NZL	2012	38780.605	4410285
New Zealand	NZL	2013	39521.074	4450641
Nicaragua	NIC	1990	3409.776	4227824
Nicaragua	NIC	1991	3325.0916	4327293
Nicaragua	NIC	1992	3262.6296	4427177
Nicaragua	NIC	1993	3178.364	4526690
Nicaragua	NIC	1994	3214.453	4625260
Nicaragua	NIC	1995	3334.7903	4721932
Nicaragua	NIC	1996	3479.695	4812391
Nicaragua	NIC	1997	3555.97	4895964
Nicaragua	NIC	1998	3629.6926	4974551
Nicaragua	NIC	1999	3827.1252	5049885
Nicaragua	NIC	2000	3927.062	5123223
Nicaragua	NIC	2001	3989.1873	5192765
Nicaragua	NIC	2002	3968.637	5259017
Nicaragua	NIC	2003	4019.7146	5323064
Nicaragua	NIC	2004	4183.608	5386220
Nicaragua	NIC	2005	4308.015	5454680
Nicaragua	NIC	2006	4425.972	5529811
Nicaragua	NIC	2007	4586.271	5607460
Nicaragua	NIC	2008	4676.906	5687752
Nicaragua	NIC	2009	4457.9336	5770649
Nicaragua	NIC	2010	4586.874	5855736
Nicaragua	NIC	2012	5042.803	6030605
Nicaragua	NIC	2013	5214.529	6119377
Niger	NER	2012	1075.146	17954410
North Macedonia	MKD	1998	9462.709	2012844
North Macedonia	MKD	1999	9826.216	2023781
North Macedonia	MKD	2000	10226.541	2037940
North Macedonia	MKD	2001	9871.304	2053391
North Macedonia	MKD	2002	10091.774	2064739
North Macedonia	MKD	2003	10282.4	2071150
North Macedonia	MKD	2004	10732.449	2075879
North Macedonia	MKD	2006	11772.328	2081081
North Macedonia	MKD	2007	12513.978	2083494
North Macedonia	MKD	2008	13177.212	2086228
North Macedonia	MKD	2009	13105.799	2089793
North Macedonia	MKD	2010	13517.428	2093828
North Macedonia	MKD	2012	13730.258	2099486
North Macedonia	MKD	2013	14111.445	2102220
Norway	NOR	1990	42136.6	4241637
Norway	NOR	1991	43229.918	4261886
Norway	NOR	1992	44517.438	4286560
Norway	NOR	1993	45512.39	4312138
Norway	NOR	1994	47541.766	4336745
Norway	NOR	1995	49260.97	4359327
Norway	NOR	1996	51476.2	4381511
Norway	NOR	1997	53903.438	4405334
Norway	NOR	1998	54989.703	4431672
Norway	NOR	1999	55713.758	4462148
Norway	NOR	2000	57127.383	4491204
Norway	NOR	2001	58018.312	4514019
Norway	NOR	2002	58540.844	4538435
Norway	NOR	2004	60699.566	4592284
Norway	NOR	2005	61870.363	4623691
Norway	NOR	2006	62846.938	4661081
Norway	NOR	2007	64062.438	4709582
Norway	NOR	2008	63570.34	4768654
Norway	NOR	2009	61689.56	4829195
Norway	NOR	2010	61353.477	4889747
Norway	NOR	2012	61990.69	5019058
Norway	NOR	2013	61878.977	5080667
Oman	OMN	2002	37683.418	2403663
Oman	OMN	2003	36256.348	2431603
Oman	OMN	2004	36170.676	2468860
Oman	OMN	2005	36388.445	2515202
Oman	OMN	2006	37662.516	2560652
Oman	OMN	2007	38659.35	2605706
Oman	OMN	2008	41114.24	2651032
Oman	OMN	2009	42875.113	2697543
Oman	OMN	2010	40819.938	2881915
Oman	OMN	2011	37745.453	3206883
Oman	OMN	2012	37270.586	3535585
Oman	OMN	2013	36330.48	3816688
Oman	OMN	2015	35188.023	4191784
Oman	OMN	2016	35229.953	4398080
Oman	OMN	2017	34218.387	4541853
Oman	OMN	2018	34212.105	4601160
Oman	OMN	2019	33814.113	4602769
Oman	OMN	2020	33098.21	4543406
Oman	OMN	2021	34294.766	4520474
Pakistan	PAK	1990	3061.5334	115414072
Pakistan	PAK	1996	3384.61	137234816
Pakistan	PAK	1997	3319.8694	141330272
Pakistan	PAK	1998	3307.51	145476112
Pakistan	PAK	1999	3331.9531	149694464
Pakistan	PAK	2000	3368.682	154369920
Pakistan	PAK	2001	3382.2048	159217728
Pakistan	PAK	2002	3381.1409	163262800
Pakistan	PAK	2003	3499.0186	166876672
Pakistan	PAK	2004	3679.9072	170648624
Pakistan	PAK	2005	3836.0903	174372096
Pakistan	PAK	2006	3978.0193	178069984
Pakistan	PAK	2007	4081.9119	181924528
Pakistan	PAK	2008	4061.8865	185931952
Pakistan	PAK	2009	4084.8254	190123232
Pakistan	PAK	2010	4058.0085	194454496
Pakistan	PAK	2012	4150.3257	202205856
Pakistan	PAK	2013	4266.7114	205337552
Palau	PLW	2015	18402.53	17822
Palau	PLW	2016	18364.48	17840
Palau	PLW	2017	17594.69	17857
Palau	PLW	2018	17587.088	17887
Palestine	PSE	1995	4047.1284	2623149
Palestine	PSE	1996	3916.9258	2734003
Palestine	PSE	1997	4294.746	2847222
Palestine	PSE	1998	4786.4805	2950926
Palestine	PSE	1999	5052.064	3044490
Palestine	PSE	2000	4503.249	3139950
Palestine	PSE	2001	3980.9333	3230085
Palestine	PSE	2002	3395.855	3309493
Palestine	PSE	2004	4485.5254	3460130
Palestine	PSE	2005	4866.0283	3541198
Palestine	PSE	2008	4965.373	3808824
Palestine	PSE	2009	5250.116	3899401
Palestine	PSE	2010	5411.0664	3992283
Palestine	PSE	2012	5985.683	4184161
Palestine	PSE	2013	6118.2573	4281800
Panama	PAN	1990	10817.845	2449966
Panama	PAN	1991	11590.415	2502048
Panama	PAN	1992	12284.064	2554387
Panama	PAN	1993	12690.362	2607502
Panama	PAN	1994	12787.786	2661393
Panama	PAN	1995	12749.824	2716071
Panama	PAN	1996	13004.067	2771607
Panama	PAN	1997	13568.225	2827994
Panama	PAN	1998	14275.667	2885179
Panama	PAN	1999	14542.812	2943124
Panama	PAN	2000	14646.033	3001738
Panama	PAN	2001	14444.814	3061029
Panama	PAN	2002	14483.085	3120993
Panama	PAN	2003	14804.625	3181620
Panama	PAN	2004	15615.4	3243310
Panama	PAN	2005	16421.607	3305875
Panama	PAN	2006	17510.35	3368577
Panama	PAN	2007	19248.56	3431619
Panama	PAN	2008	20760.492	3495284
Panama	PAN	2009	20640.215	3559339
Panama	PAN	2010	21455.684	3623622
Panama	PAN	2012	25302.08	3754871
Panama	PAN	2013	26576.863	3821557
Papua New Guinea	PNG	1998	3289.6067	5138838
Papua New Guinea	PNG	1999	3235.6978	5321393
Papua New Guinea	PNG	2000	3047.9167	5508300
Papua New Guinea	PNG	2001	2942.6167	5698496
Papua New Guinea	PNG	2002	2841.1626	5892600
Papua New Guinea	PNG	2003	2808.1086	6090987
Papua New Guinea	PNG	2005	2875.0337	6498828
Papua New Guinea	PNG	2006	2935.9712	6708217
Papua New Guinea	PNG	2007	3068.074	6921069
Papua New Guinea	PNG	2008	2966.0168	7137999
Papua New Guinea	PNG	2009	3072.6287	7358887
Papua New Guinea	PNG	2010	3283.715	7583269
Paraguay	PRY	2000	8862.144	5123817
Paraguay	PRY	2001	8640.303	5211540
Paraguay	PRY	2002	8515.946	5286515
Paraguay	PRY	2003	8773.139	5353260
Paraguay	PRY	2004	9022.798	5416327
Paraguay	PRY	2005	9113.412	5476881
Paraguay	PRY	2006	9451.761	5534682
Paraguay	PRY	2007	9865.326	5590148
Paraguay	PRY	2008	10403.841	5645155
Paraguay	PRY	2009	10272.177	5702579
Paraguay	PRY	2010	11281.256	5768618
Paraguay	PRY	2012	11376.407	5923327
Paraguay	PRY	2013	12150.972	6005656
Peru	PER	2012	11084.874	29749592
Peru	PER	2013	11620.645	30038810
Philippines	PHL	1990	4232.4775	61558900
Philippines	PHL	1991	4115.017	63039752
Philippines	PHL	1992	4035.9282	64543524
Philippines	PHL	1993	4027.8953	66083324
Philippines	PHL	1994	4106.6846	67650288
Philippines	PHL	1998	4322.577	74491928
Philippines	PHL	1999	4364.2837	76249064
Philippines	PHL	2000	4455.6724	77958224
Philippines	PHL	2001	4495.361	79626088
Philippines	PHL	2002	4567.2344	81285576
Philippines	PHL	2007	5465.152	89561376
Philippines	PHL	2008	5596.913	91252328
Philippines	PHL	2009	5574.4526	92946952
Philippines	PHL	2010	5876.478	94636704
Philippines	PHL	2012	6298.16	98032320
Poland	POL	1990	11259.4375	38064252
Poland	POL	1991	10432.455	38167388
Poland	POL	1992	10662.08	38252284
Poland	POL	1993	11032.554	38319300
Poland	POL	1994	11591.999	38375464
Poland	POL	1995	12398.524	38401980
Poland	POL	1996	13146.756	38401408
Poland	POL	1997	13985.434	38396120
Poland	POL	1998	14629.198	38379992
Poland	POL	1999	15311.443	38354952
Poland	POL	2000	16177.867	38504432
Poland	POL	2001	16385.998	38662860
Poland	POL	2002	16727.34	38647476
Poland	POL	2008	22334.781	38522884
Poland	POL	2009	22951.785	38555288
Poland	POL	2010	23692.91	38597356
Poland	POL	2012	25258.594	38625872
Poland	POL	2013	25490.328	38607352
Portugal	PRT	1990	23556.855	10007347
Portugal	PRT	1991	24642.6	9986418
Portugal	PRT	1992	24930.451	9978745
Portugal	PRT	1993	24391.2	9992104
Portugal	PRT	1994	24560.357	10018101
Portugal	PRT	1995	25523.705	10051250
Portugal	PRT	1996	26318.975	10087653
Portugal	PRT	1997	27354.836	10130547
Portugal	PRT	1998	28525.518	10179419
Portugal	PRT	1999	29472.709	10233373
Portugal	PRT	2000	30383.139	10300632
