Entity	Code	Year	"GDP per capita, PPP (constant 2017 international $)"	Population (historical estimates)	"Homicide rate per 100,000 population - Both sexes - All ages"
Dominica	DMA	2000	9763.941	68365	2.926287
Dominica	DMA	2001	9785.34	68171	1.4672976
Dominica	DMA	2002	9493.428	68281	13.184495
Dominica	DMA	2003	10070.004	68457	11.688643
Dominica	DMA	2004	10357.233	68591	11.666229
Dominica	DMA	2005	10409.982	68686	11.649326
Dominica	DMA	2006	10884.253	68761	7.273574
Dominica	DMA	2007	11570.173	68789	10.178117
Dominica	DMA	2008	12392.83	68794	10.177081
Dominica	DMA	2009	12246.994	68805	18.899057
Dominica	DMA	2010	12335.11	68775	21.816595
Dominica	DMA	2011	12309.862	68758	8.728289
Dominica	DMA	2014	12516.384	69388	12.973721
Dominica	DMA	2015	12063.8955	70027	12.855949
Dominica	DMA	2016	12385.27	70098	22.83268
Dominica	DMA	2017	11511.606	70422	26.987486
Dominica	DMA	2018	11849.302	70840	18.35575
Dominica	DMA	2019	12395.421	71446	18.200146
Dominica	DMA	2020	10255.761	72011	20.834925
Dominica	DMA	2021	10878.037	72435	13.809771
Dominican Republic	DOM	1991	6137.1045	7278410	12.4752655
Dominican Republic	DOM	1992	6688.8706	7427347	10.865263
Dominican Republic	DOM	1993	7040.486	7576083	12.275487
Dominican Republic	DOM	1994	7085.282	7723940	13.011504
Dominican Republic	DOM	1995	7349.3633	7869754	12.795827
Dominican Republic	DOM	1996	7650.1133	8012315	12.880175
Dominican Republic	DOM	1997	8189.046	8150078	12.736077
Dominican Republic	DOM	1998	8599.564	8282125	13.535172
Dominican Republic	DOM	1999	8970.395	8411380	12.673316
Dominican Republic	DOM	2000	9246.31	8540790	14.167305
Dominican Republic	DOM	2001	9333.57	8669038	12.631157
Dominican Republic	DOM	2002	9613.332	8795104	14.542187
Dominican Republic	DOM	2003	9351.324	8919857	21.323223
Dominican Republic	DOM	2004	9460.913	9043135	24.759134
Dominican Republic	DOM	2005	10215.499	9164770	26.121775
Dominican Republic	DOM	2006	11009.275	9284169	23.093077
Dominican Republic	DOM	2007	11677.254	9402209	22.452177
Dominican Republic	DOM	2008	11899.228	9522954	25.139275
Dominican Republic	DOM	2009	11856.048	9648061	24.616344
Dominican Republic	DOM	2010	12677.018	9775756	25.307508
Dominican Republic	DOM	2011	12905.289	9903743	25.37426
Dominican Republic	DOM	2012	13087.949	10030885	22.610174
Dominican Republic	DOM	2013	13555.512	10157054	19.474157
Dominican Republic	DOM	2014	14334.733	10282116	17.603382
Dominican Republic	DOM	2016	15967.202	10527589	15.35014
Dominican Republic	DOM	2017	16524.533	10647247	11.420795
Dominican Republic	DOM	2018	17484.121	10765532	9.920551
Dominican Republic	DOM	2019	18171.06	10881886	9.428515
Dominican Republic	DOM	2020	16768.426	10999668	8.73663
Dominican Republic	DOM	2021	18626.078	11117873	10.541584
East Timor	TLS	2004	2291.3389	945993	2.4313192
East Timor	TLS	2005	2303.0137	969318	4.7456264
East Timor	TLS	2006	2152.0806	994573	4.9267797
East Timor	TLS	2007	2315.2097	1019369	6.082236
East Timor	TLS	2008	2520.2937	1043085	3.3554585
East Timor	TLS	2009	2717.4365	1065543	3.0031722
East Timor	TLS	2010	2908.328	1088492	3.5829568
East Timor	TLS	2015	3228.675	1205822	4.063648
Ecuador	ECU	1990	8120.001	10449845	8.536018
Ecuador	ECU	1991	8281.087	10686277	10.789536
Ecuador	ECU	1992	8279.568	10914222	8.566804
Ecuador	ECU	1993	8277.154	11132833	8.317742
Ecuador	ECU	1994	8466.249	11347655	10.037319
Ecuador	ECU	1995	8496.696	11561683	11.867914
Ecuador	ECU	1996	8487.086	11775223	12.421422
Ecuador	ECU	1997	8697.354	11987840	10.982498
Ecuador	ECU	1998	8825.487	12199692	13.46585
Ecuador	ECU	1999	8263.377	12412056	13.551352
Ecuador	ECU	2000	8211.711	12626511	14.517079
Ecuador	ECU	2001	8395.833	12845523	12.907223
Ecuador	ECU	2002	8589.284	13070617	14.582335
Ecuador	ECU	2007	9836.419	14251838	15.948823
Ecuador	ECU	2008	10284.954	14496800	17.983282
Ecuador	ECU	2009	10170.651	14742768	17.805342
Ecuador	ECU	2010	10355.822	14989581	17.505487
Ecuador	ECU	2011	10988.722	15237734	15.376308
Ecuador	ECU	2012	11424.152	15483884	12.412907
Ecuador	ECU	2013	11806.924	15722988	10.971196
Ecuador	ECU	2014	12073.811	15957995	8.209052
Ecuador	ECU	2015	11908.216	16195904	6.4831214
Ecuador	ECU	2016	11587.825	16439588	5.8334804
Ecuador	ECU	2017	11679.431	16696947	5.8094463
Ecuador	ECU	2018	11608.419	17015672	5.841674
Ecuador	ECU	2019	11390.217	17343742	6.843968
Ecuador	ECU	2020	10356.975	17588596	7.800509
Ecuador	ECU	2021	10668.758	17797736	14.024255
Egypt	EGY	1990	5971.7764	57214632	0.47015947
Egypt	EGY	1991	5895.105	58611032	0.49137506
Egypt	EGY	1992	6017.3013	59989148	0.46008325
Egypt	EGY	1993	6051.3276	61382204	0.39750937
Egypt	EGY	1994	6152.0776	62775844	0.36797592
Egypt	EGY	2003	7676.936	75963328	0.62003607
Egypt	EGY	2004	7830.368	77522424	0.41536367
Egypt	EGY	2005	8019.8726	79075312	0.6601302
Egypt	EGY	2006	8403.554	80629664	0.6808908
Egypt	EGY	2007	8825.251	82218760	0.8270619
Egypt	EGY	2008	9273.412	83844784	1.1533216
Egypt	EGY	2009	9518.779	85501064	1.0666534
Egypt	EGY	2010	9807.836	87252416	2.1076782
Egypt	EGY	2011	9762.974	89200056	3.0302672
Egypt	EGY	2012	9757.137	91240384	2.4188852
Egypt	EGY	2014	9793.955	95592328	3.0232553
Egypt	EGY	2015	9999.19	97723792	1.750853
Egypt	EGY	2016	10218.394	99784032	1.5353159
Egypt	EGY	2017	10435.917	101789384	1.3360921
El Salvador	SLV	1994	5890.098	5693040	134.77866
El Salvador	SLV	1995	6109.746	5748201	138.77399
El Salvador	SLV	1996	6107.3213	5797142	117.16123
El Salvador	SLV	1997	6249.916	5842637	112.50055
El Salvador	SLV	1998	6369.409	5885085	94.88397
El Salvador	SLV	1999	6464.5317	5923862	64.90709
El Salvador	SLV	2000	6499.4507	5958482	59.595715
El Salvador	SLV	2001	6524.1963	5988102	59.95229
El Salvador	SLV	2002	6601.263	6011278	47.161377
El Salvador	SLV	2003	6687.2734	6026854	55.684162
El Salvador	SLV	2004	6736.9067	6035653	64.56631
El Salvador	SLV	2005	6916.694	6037817	64.29476
El Salvador	SLV	2006	7221.4995	6034439	65.07651
El Salvador	SLV	2007	7343.9106	6044130	57.85778
El Salvador	SLV	2008	7470.7515	6068108	52.38873
El Salvador	SLV	2009	7287.176	6091181	71.939995
El Salvador	SLV	2010	7412.978	6114039	65.210625
El Salvador	SLV	2011	7665.948	6137354	71.21968
El Salvador	SLV	2012	7851.7017	6161293	42.10158
El Salvador	SLV	2013	7995.633	6185641	40.62634
El Salvador	SLV	2014	8100.975	6209528	63.144913
El Salvador	SLV	2015	8266.723	6231072	106.8196
El Salvador	SLV	2016	8450.251	6250513	84.40911
El Salvador	SLV	2017	8617.922	6266661	63.223526
El Salvador	SLV	2018	8812.201	6276340	53.311302
El Salvador	SLV	2019	9021.426	6280222	38.183395
El Salvador	SLV	2020	8267.251	6292734	21.310303
El Salvador	SLV	2021	9086.047	6314165	18.165499
Eritrea	ERI	2012		3252600	14.572975
Estonia	EST	1990		1570676	7.512698
Estonia	EST	1991		1565621	7.6007886
Estonia	EST	1992		1540386	14.0874195
Estonia	EST	1993		1504446	18.744572
Estonia	EST	1994		1475730	20.464489
Estonia	EST	1995	12730.718	1452777	16.933111
Estonia	EST	1996	13558.568	1434670	14.916322
Estonia	EST	1997	15503.845	1421491	12.522072
Estonia	EST	1998	16332.82	1411151	13.889416
Estonia	EST	1999	16215.579	1403494	11.186332
Estonia	EST	2000	17765.207	1396881	10.237125
Estonia	EST	2001	18952.107	1388000	9.870357
Estonia	EST	2002	20364.008	1379241	10.295525
Estonia	EST	2007	31140.58	1340576	7.161109
Estonia	EST	2008	29621.764	1337013	6.432258
Estonia	EST	2009	25337.176	1334557	5.245208
Estonia	EST	2010	26015.746	1331535	5.2570906
Estonia	EST	2011	27990.137	1327435	4.8966837
Estonia	EST	2012	28997.322	1322682	4.7630496
Estonia	EST	2013	29525.12	1317985	3.9454272
Estonia	EST	2014	30494.096	1314531	3.118995
Estonia	EST	2015	31038.805	1314658	3.4229474
Estonia	EST	2016	32008.934	1315928	2.5077407
Estonia	EST	2017	33821.934	1317550	2.2010574
Estonia	EST	2018	34979.867	1322146	2.1177669
Estonia	EST	2019	36153.434	1327039	1.9592499
Estonia	EST	2020	35883.266	1329449	3.1592155
Estonia	EST	2021	38717.695	1328704	1.9567984
Eswatini	SWZ	1990	4909.266	854020	19.086405
Eswatini	SWZ	1991	4795.2285	889719	19.107317
Eswatini	SWZ	1992	4760.2476	925170	18.807455
Eswatini	SWZ	1993	4762.4976	953454	18.249496
Eswatini	SWZ	1994	4875.368	953745	15.9373
Eswatini	SWZ	1998	5326.936	1005162	16.415339
Eswatini	SWZ	1999	5412.978	1018383	11.19436
Eswatini	SWZ	2000	5443.4395	1030504	12.421197
Eswatini	SWZ	2001	5443.279	1041400	17.66859
Eswatini	SWZ	2002	5630.804	1050818	12.752086
Eswatini	SWZ	2003	5805.1616	1058808	12.7503195
Eswatini	SWZ	2004	5976.212	1065776	13.6991
Eswatini	SWZ	2005	6298.5312	1071895	12.967797
Eswatini	SWZ	2006	6639.7183	1077747	11.783978
Eswatini	SWZ	2007	6894.0874	1084015	11.162274
Eswatini	SWZ	2008	6913.3486	1089885	19.910631
Eswatini	SWZ	2009	6989.378	1094890	17.079403
Eswatini	SWZ	2010	7221.336	1099926	18.910467
Eswatini	SWZ	2011	7347.2046	1105379	15.560379
Eswatini	SWZ	2012	7701.394	1111453	9.357197
Eswatini	SWZ	2013	7949.588	1118329	9.120832
Eswatini	SWZ	2014	7969.2075	1125872	10.48083
Eswatini	SWZ	2015	8088.7344	1133941	9.877101
Eswatini	SWZ	2016	8113.2397	1142529	10.15296
Eswatini	SWZ	2017	8213.921	1151397	11.290696
Eswatini	SWZ	2021	8856.829	1192273	12.664906
Ethiopia	ETH	2012	1411.136	94451280	8.631964
Fiji	FJI	1990	7889.8784	780437	4.1003036
Fiji	FJI	1991	7633.7935	784838	2.1660686
Fiji	FJI	1992	8078.5903	786860	3.304279
Fiji	FJI	1993	8226.214	789209	1.9006625
Fiji	FJI	1994	8628.203	790811	4.425878
Fiji	FJI	1995	8827.8	792247	3.0293622
Fiji	FJI	1996	9201.685	796542	1.6320617
Fiji	FJI	1997	8909.386	804575	1.6157659
Fiji	FJI	2003	9619.746	858306	2.912716
Fiji	FJI	2004	10031.558	866699	2.653761
Fiji	FJI	2005	10006.767	874929	2.6288013
Fiji	FJI	2006	10097.962	883096	2.491272
Fiji	FJI	2007	9927.022	890655	2.3578339
Fiji	FJI	2008	9961.513	896728	1.8957758
Fiji	FJI	2009	9772.743	901390	3.2172801
Fiji	FJI	2010	10019.412	905176	2.2095308
Fiji	FJI	2011	10254.358	908359	2.2017837
Fiji	FJI	2012	10368.216	911067	2.1952474
Fiji	FJI	2013	10830.61	913467	2.0800195
Fiji	FJI	2014	11411.184	915576	2.1844554
Fiji	FJI	2020	10966.925	920430	2.1729164
Finland	FIN	1990	32939.383	4986551	3.0482028
Finland	FIN	1991	30831.61	5013856	3.0714896
Finland	FIN	1992	29648.744	5042120	3.093936
Finland	FIN	1993	29310.307	5066609	2.5658207
Finland	FIN	1994	30340.824	5088491	2.8888726
Finland	FIN	1995	31499.807	5107942	2.8582935
Finland	FIN	1996	32548.016	5124717	2.98553
Finland	FIN	1997	34506.773	5139944	2.7043104
Finland	FIN	1998	36293.39	5153548	2.1926656
Finland	FIN	1999	37795.06	5165500	2.7683718
Finland	FIN	2000	39894.195	5176208	2.8592353
Finland	FIN	2001	40842.34	5188007	3.0069377
Finland	FIN	2002	41439.02	5200588	2.5381708
Finland	FIN	2003	42168.695	5212991	1.9758338
Finland	FIN	2004	43724.965	5228143	2.8308342
Finland	FIN	2005	44786.91	5246070	2.2683642
Finland	FIN	2006	46412.2	5266249	2.2596722
Finland	FIN	2007	48664.266	5288694	2.4391677
Finland	FIN	2008	48817.99	5313358	2.5031288
Finland	FIN	2009	44662.1	5338813	2.2476897
Finland	FIN	2010	45874.66	5363279	2.2001498
Finland	FIN	2011	46825.824	5388173	2.041511
Finland	FIN	2012	45952.246	5413865	1.6439292
Finland	FIN	2013	45328.574	5438873	1.6363689
Finland	FIN	2014	44976.777	5461436	1.6112968
Finland	FIN	2015	45072.59	5479457	1.4964975
Finland	FIN	2016	46206.79	5495217	1.3466251
Finland	FIN	2017	47570.133	5508146	1.2163817
Finland	FIN	2018	48048.523	5515465	1.5592532
Finland	FIN	2019	48583.434	5521539	1.466983
Finland	FIN	2020	47443.902	5529468	1.645728
France	FRA	1990	33843.02	56412896	2.401933
France	FRA	1991	33898.234	56645216	2.392082
France	FRA	1992	34269.285	56864048	2.360015
France	FRA	1993	33906.223	57053728	2.6624026
France	FRA	1994	34576.32	57230064	2.4567506
France	FRA	1995	35176.62	57420356	2.3267012
France	FRA	1996	35546.582	57623180	2.0321684
France	FRA	1997	36247.605	57839364	1.6649561
France	FRA	1998	37409.395	58080344	1.6546046
France	FRA	1999	38490.04	58352208	1.6331859
France	FRA	2000	39726.49	58665456	1.7915143
France	FRA	2001	40220.1	59014776	1.774132
France	FRA	2002	40381.46	59372784	1.8847018
France	FRA	2003	40425.637	59728260	1.652484
France	FRA	2004	41265.125	60108436	1.6470233
France	FRA	2005	41638.03	60510080	1.6129544
France	FRA	2006	42362.984	60919152	1.442896
France	FRA	2007	43123.5	61329380	1.6191262
France	FRA	2008	42993.06	61721004	1.654218
France	FRA	2009	41544.023	62093300	1.318983
France	FRA	2010	42145.684	62444568	1.2747306
France	FRA	2011	42862.414	62775272	1.3635943
France	FRA	2012	42789.05	63071412	1.2430353
France	FRA	2013	42813.934	63335180	1.2268063
France	FRA	2014	43021.395	63588496	1.2455084
France	FRA	2015	43345.785	63809768	1.5859641
France	FRA	2016	43705.15	63989320	1.2173907
France	FRA	2017	44577.066	64144092	1.106883
France	FRA	2018	45245.96	64277812	1.0827998
France	FRA	2019	45922.793	64399760	1.1692591
France	FRA	2020	42233.14	64480052	1.0732001
France	FRA	2021	44993.125	64531448	1.13743
French Guiana	GUF	2004		193709	29.944216
French Guiana	GUF	2005		201271	22.35925
French Guiana	GUF	2006		207885	20.204985
French Guiana	GUF	2007		213318	13.126836
French Guiana	GUF	2008		218525	14.644203
French Guiana	GUF	2009		223531	13.421408
French Guiana	GUF	2018		276659	13.000024
French Guiana	GUF	2019		284088	13.300023
French Guiana	GUF	2020		290978	13.300023
French Polynesia	PYF	2006		274908	1.0913019
French Polynesia	PYF	2007		278188	2.5163789
French Polynesia	PYF	2008		280566	3.2078872
French Polynesia	PYF	2009		282292	0.35425505
Georgia	GEO	1990	11135.463	5391635	5.0077567
Georgia	GEO	1991	8724.29	5322103	7.872824
Georgia	GEO	1992	4769.9966	5239325	14.696543
Georgia	GEO	1993	3346.568	5127512	17.123318
Georgia	GEO	1994	3045.0425	4997912	11.564827
Georgia	GEO	1995	3243.8462	4877682	8.016112
Georgia	GEO	1996	3740.4854	4761277	5.6707535
Georgia	GEO	1997	4268.6953	4640033	6.142199
Georgia	GEO	1998	4511.489	4518407	5.378004
Georgia	GEO	1999	4737.4053	4394505	5.5523944
Georgia	GEO	2000	4919.232	4265175	5.6035256
Georgia	GEO	2001	5236.2227	4144485	6.345788
Georgia	GEO	2002	5572.622	4061127	7.1901217
Georgia	GEO	2004	6632.8145	3988861	7.470807
Georgia	GEO	2005	7315.198	3961183	10.173732
Georgia	GEO	2006	8049.9062	3933866	8.21075
Georgia	GEO	2007	9109.897	3906476	8.447523
Georgia	GEO	2008	9358.614	3879701	6.7788773
Georgia	GEO	2009	9097.421	3855203	5.447189
Georgia	GEO	2010	9736.732	3836834	4.8738136
Georgia	GEO	2016	12963.744	3771112	1.0341783
Georgia	GEO	2017	13589.707	3771904	2.4125772
Georgia	GEO	2018	14253.409	3772323	2.3592877
Georgia	GEO	2019	14989.258	3770814	2.0420012
Germany	DEU	1990	36699.48	79370192	1.1729844
Germany	DEU	1991	38294.156	79801984	1.4122455
Germany	DEU	1992	38734.938	80205024	1.4437997
Germany	DEU	1993	38105.23	80573496	1.6730069
Germany	DEU	1994	38881.57	80882120	2.4096794
Germany	DEU	1995	39366.09	81123264	2.5048301
Germany	DEU	1996	39568.6	81300864	2.3652885
Germany	DEU	1997	40218.848	81436096	2.2103224
Germany	DEU	1998	41022.613	81524384	1.9650563
Germany	DEU	1999	41769.812	81556968	1.6258575
Germany	DEU	2000	42928.18	81551680	1.6725591
Germany	DEU	2001	43576.637	81514568	1.4488208
Germany	DEU	2002	43417.31	81443424	1.4390358
Germany	DEU	2003	43089.473	81346808	1.3485471
Germany	DEU	2004	43605.277	81266672	1.3683347
Germany	DEU	2005	43949.29	81212168	1.2855216
Germany	DEU	2006	45678.082	81177816	1.2170813
Germany	DEU	2007	47100.61	81183832	1.0938139
Germany	DEU	2008	47643.223	81217488	1.0231787
Germany	DEU	2009	45044.49	81260624	0.9881786
Germany	DEU	2010	46999.24	81325088	0.97509885
Germany	DEU	2011	49757.926	81423384	0.9063736
Germany	DEU	2012	49872.45	81545568	0.8081371
Germany	DEU	2013	49954.17	81680592	0.8349597
Germany	DEU	2014	50845.527	81858824	0.87467664
Germany	DEU	2015	51159.297	82073232	0.8309653
Germany	DEU	2016	51879.67	82331432	1.1696628
Germany	DEU	2017	53071.457	82624368	0.9839711
Germany	DEU	2018	53431.395	82896696	0.9505807
Germany	DEU	2019	53874.316	83148144	0.7492651
Germany	DEU	2020	51840.33	83328992	0.93844897
Germany	DEU	2021	53179.656	83408560	0.83324784
Ghana	GHA	2001	2787.1257	20195584	2.144034
Ghana	GHA	2002	2833.5884	20758324	1.931755
Ghana	GHA	2003	2901.108	21329520	2.044116
Ghana	GHA	2004	2982.8875	21906448	2.06332
Ghana	GHA	2005	3075.9626	22496952	1.7469034
Ghana	GHA	2006	3187.5764	23098590	1.783659
Ghana	GHA	2007	3240.5925	23708328	1.6829535
Ghana	GHA	2008	3447.2747	24326092	1.7676497
Ghana	GHA	2009	3523.7893	24950768	1.7113706
Ghana	GHA	2010	3709.3958	25574722	1.650067
Ghana	GHA	2011	4128.56	26205940	1.6141378
Ghana	GHA	2012	4402.546	26858760	2.0849807
Ghana	GHA	2013	4610.028	27525586	2.001773
Ghana	GHA	2014	4628.9014	28196356	1.9257805
Ghana	GHA	2015	4616.6196	28870946	1.8184376
Ghana	GHA	2016	4662.011	29554298	1.8575976
Ghana	GHA	2017	4929.568	30222266	2.015071
Ghana	GHA	2018	5125.2495	30870648	1.6196619
Ghana	GHA	2019	5345.9414	31522294	1.8114166
Ghana	GHA	2020	5263.5264	32180402	1.7246522
Ghana	GHA	2021	5435.238	32833036	1.8365651
Gibraltar	GIB	2009		30844	0
Gibraltar	GIB	2010		31289	3.1987717
Greece	GRC	1990	24262.842	10302255	1.0094877
Greece	GRC	1991	24716.518	10391552	1.3280025
Greece	GRC	1992	24700.13	10478389	1.307453
Greece	GRC	1993	24162.371	10563442	1.4199919
Greece	GRC	1994	24522.525	10647420	1.2491293
Greece	GRC	1995	24920.729	10727928	1.4075413
Greece	GRC	1996	25521.28	10803809	1.5642636
Greece	GRC	1997	26534.494	10875274	1.8666197
Greece	GRC	1998	27415.625	10939474	1.6088524
Greece	GRC	1999	28149.844	10993861	1.4098777
Greece	GRC	2001	30180.227	11072182	1.1921769
Greece	GRC	2002	31249.396	11096620	0.8471051
Greece	GRC	2004	34564.91	11115089	0.9986423
Greece	GRC	2005	34670.184	11113450	1.1877502
Greece	GRC	2006	36520.047	11106097	0.99044734
Greece	GRC	2007	37619.66	11091491	1.1720695
Greece	GRC	2008	37394.17	11073621	1.3003874
Greece	GRC	2009	35691.945	11055503	1.3748817
Greece	GRC	2010	33693.21	11033784	1.5951011
Greece	GRC	2011	30318.404	11004730	1.6720091
Greece	GRC	2012	28322.572	10963633	1.5140965
Greece	GRC	2013	27810.912	10914501	1.4018042
Greece	GRC	2014	28129.96	10862972	0.9849978
Greece	GRC	2015	28260.387	10806644	0.86058193
Greece	GRC	2016	28239.92	10749742	0.7814141
Greece	GRC	2017	28604.861	10692230	0.8043225
Greece	GRC	2018	29141.174	10633275	0.93104
Greece	GRC	2019	29721.586	10574026	0.7376567
Greece	GRC	2020	27103.541	10512232	0.7419928
Greece	GRC	2021	29548.04	10445368	0.85205257
Greenland	GRL	1992		55704	23.344557
Greenland	GRL	1993		55729	21.540892
Greenland	GRL	1994		55719	10.771896
Greenland	GRL	1995		55807	19.717678
Greenland	GRL	1996		55978	5.360972
Greenland	GRL	1997		56092	19.617634
Greenland	GRL	1998		56146	10.690899
Greenland	GRL	1999		56129	19.605572
Greenland	GRL	2000		56204	23.13826
Greenland	GRL	2001		56401	30.149328
Greenland	GRL	2002		56591	21.214533
Greenland	GRL	2003		56748	8.813911
Greenland	GRL	2004		56888	19.34372
Greenland	GRL	2005		56909	17.578709
Greenland	GRL	2006		56835	14.0817795
Greenland	GRL	2007		56728	14.107357
Greenland	GRL	2008		56600	14.139896
Greenland	GRL	2009		56461	17.717302
Greenland	GRL	2010		56374	19.520506
Greenland	GRL	2011		56310	1.7765933
Greenland	GRL	2012		56217	14.235255
Greenland	GRL	2013		56116	12.4801655
Greenland	GRL	2014		55972	7.148921
Greenland	GRL	2015		55916	7.156339
Greenland	GRL	2016		55941	5.3651905
Grenada	GRD	2000	11116.611	107442	13.96232
Grenada	GRD	2001	10840.765	107945	5.5588756
Grenada	GRD	2002	11182.833	108246	12.935296
Grenada	GRD	2003	12183.874	108750	8.276623
Grenada	GRD	2004	12019.217	109529	5.4786267
Grenada	GRD	2005	13523.777	110268	9.977008
Grenada	GRD	2006	12897.595	111006	10.811979
Grenada	GRD	2007	13597.083	111740	9.845647
Grenada	GRD	2008	13634.03	112497	14.22494
Grenada	GRD	2009	12645.691	113260	6.1810427
Grenada	GRD	2010	12493.885	114058	8.7689295
Grenada	GRD	2011	12493.164	114933	3.4807427
Grenada	GRD	2012	12242.953	115930	12.078076
Grenada	GRD	2013	12420.148	116954	5.130639
Grenada	GRD	2014	13215.913	117986	6.7812414
Grenada	GRD	2015	13948.467	118994	5.0428853
Grenada	GRD	2016	14351.286	119973	9.169265
Grenada	GRD	2017	14869.982	120934	9.923876
Grenada	GRD	2018	15401.727	121853	9.849144
Grenada	GRD	2019	15393.791	122737	13.037437
Grenada	GRD	2020	13175.423	123672	11.321091
Grenada	GRD	2021	13688.256	124624	4.012519
Guadeloupe	GLP	2004		408632	6.3627944
Guadeloupe	GLP	2005		403244	5.7038913
Guadeloupe	GLP	2006		400934	5.986142
Guadeloupe	GLP	2007		401620	7.220864
Guadeloupe	GLP	2008		402099	7.958318
Guadeloupe	GLP	2009		402688	8.940168
Guadeloupe	GLP	2011		403153	6.6973753
Guadeloupe	GLP	2012		402988	7.692613
Guadeloupe	GLP	2013		402351	8.698958
Guadeloupe	GLP	2014		400856	5.2389064
Guadeloupe	GLP	2015		399094	9.772268
Guadeloupe	GLP	2016		397861	5.781015
Guam	GUM	2000		160209	1.2485368
Guam	GUM	2001		161542	4.95284
Guam	GUM	2002		162581	1.230296
Guam	GUM	2003		163405	4.8964105
Guam	GUM	2004		164022	5.487671
Guam	GUM	2005		164448	4.2571177
Guam	GUM	2006		164689	6.679824
Guam	GUM	2007		164775	0.60693055
Guam	GUM	2008		164736	0.60707426
Guam	GUM	2009		164593	3.038036
Guam	GUM	2010		164916	1.8192292
Guam	GUM	2011		165662	2.4147444
Guam	GUM	2019		168632	4.151248
Guatemala	GTM	1992	5730.646	9576630	27.869928
Guatemala	GTM	1993	5805.7095	9831871	32.862526
Guatemala	GTM	1994	5891.3276	10094917	32.08544
Guatemala	GTM	1995	6033.0425	10363096	31.457798
Guatemala	GTM	1996	6064.021	10632295	34.03781
Guatemala	GTM	1997	6181.1724	10905387	36.6608
Guatemala	GTM	1998	6338.338	11184035	29.595766
Guatemala	GTM	1999	6428.048	11463503	23.160458
Guatemala	GTM	2000	6499.8833	11735893	24.7446
Guatemala	GTM	2001	6493.6064	12009197	26.896059
Guatemala	GTM	2002	6589.7373	12289867	29.544691
Guatemala	GTM	2003	6612.67	12570507	33.70589
Guatemala	GTM	2004	6676.7046	12852433	35.06728
Guatemala	GTM	2005	6753.6826	13132818	40.64628
Guatemala	GTM	2006	6972.382	13412401	43.87729
Guatemala	GTM	2007	7269.206	13696609	42.207535
Guatemala	GTM	2008	7365.2803	13979451	45.00892
Guatemala	GTM	2009	7262.5	14259415	45.569904
Guatemala	GTM	2010	7335.989	14543126	40.981575
Guatemala	GTM	2011	7503.675	14833458	38.298565
Guatemala	GTM	2012	7590.7554	15128307	34.075195
Guatemala	GTM	2013	7734.1177	15422663	33.42484
Guatemala	GTM	2014	7939.3745	15713744	33.429344
Guatemala	GTM	2017	8322.217	16578718	32.78298
Guatemala	GTM	2018	8469.115	16850176	28.895842
Guatemala	GTM	2019	8671.703	17106338	25.645466
Guatemala	GTM	2020	8390.223	17362716	18.960165
Guatemala	GTM	2021	8926.7	17608484	19.990364
Guinea-Bissau	GNB	2016	1811.301	1834554	3.4885912
Guinea-Bissau	GNB	2017	1872.3093	1879835	1.1171243
Guyana	GUY	1990	4818.388	747124	12.046314
Guyana	GUY	1991	5131.02	744102	25.803104
Guyana	GUY	1992	5522.385	744999	14.093998
Guyana	GUY	1993	5956.328	747196	15.658678
Guyana	GUY	1994	6444.2188	749553	14.408722
Guyana	GUY	1995	6749.16	751702	14.500669
Guyana	GUY	1996	7267.894	753577	11.677739
Guyana	GUY	1997	7700.34	755215	11.519959
Guyana	GUY	1998	7556.1753	756705	14.9333315
Guyana	GUY	1999	7766.3325	758021	12.005055
Guyana	GUY	2000	7649.9497	759059	10.012503
Guyana	GUY	2001	7816.526	759816	10.5289545
Guyana	GUY	2002	7899.7144	760326	18.807783
Guyana	GUY	2003	7847.303	760569	27.479698
Guyana	GUY	2004	7971.4307	760428	17.22722
Guyana	GUY	2005	7823.2676	759713	18.691368
Guyana	GUY	2006	8239.125	758376	20.174915
Guyana	GUY	2007	8853.17	756528	15.201154
Guyana	GUY	2008	9036.885	754159	20.950739
Guyana	GUY	2009	9399.297	751265	15.573877
Guyana	GUY	2010	9831.81	747937	18.718292
Guyana	GUY	2011	10394.143	744235	17.467718
Guyana	GUY	2012	10946.455	743970	18.68365
Guyana	GUY	2013	11293.949	747424	20.737991
Guyana	GUY	2014	11427.873	751126	19.837175
Guyana	GUY	2015	11446.764	755043	19.73429
Guyana	GUY	2016	11819.155	759097	18.706684
Guyana	GUY	2017	12193.622	763265	15.067107
Guyana	GUY	2018	12374.22	785518	14.130875
Guyana	GUY	2019	12820.489	798761	17.02654
Guyana	GUY	2020	18430.57	797207	19.69388
Guyana	GUY	2021	21925.188	804571	16.28205
Haiti	HTI	2007	2987.1301	9420832	5.1587834
Haiti	HTI	2008	3017.0747	9575251	5.20091
Haiti	HTI	2009	3143.7734	9730646	6.145538
Haiti	HTI	2010	2932.279	9842883	6.878068
Haiti	HTI	2011	3047.2747	9954318	9.181951
Haiti	HTI	2012	3015.8586	10108541	10.219083
Haiti	HTI	2013	3099.4773	10261205	10.125515
Haiti	HTI	2014	3106.9849	10412741	9.411548
Haiti	HTI	2015	3141.0469	10563762	10.138438
Haiti	HTI	2016	3153.1763	10713845	9.595058
Haiti	HTI	2018	3197.1414	11012427	6.746927
Haiti	HTI	2020	2959.0894	11306804	11.32062
